author,timestamp,likes,content,video_id,public_status
@AbcDef-fe7yt,2023-05-09T14:10:55Z,0,"izin nanya pak, saya punya 3 atribut juga tpi yg kebaca cuma 2 ibaratnya age & gender doang atau age & payment method doang
cara agar semua atribut nya kebaca pas di result tree nya gmna pak?",ovWY9NZXsPA,True
@andiiinnn,2023-03-27T21:25:29Z,0,"Pak, saya boleh izin les privat 1x pertemuan untuk ujian saya?",ovWY9NZXsPA,True
@melachanel9073,2023-01-02T04:48:38Z,0,"Pak mau tanya, smga dibantu 🙏
Pak klo untuk mencari rata2 penggunaan bbm perbulan menggunakan algoritma decision tree, ituu biasanya pke label apa ya pak soalnya ini mau mncri rata2 penggunaannya sja, apakah bisa tdk pakai label?",ovWY9NZXsPA,True
@agnesmulyana1437,2022-12-12T19:31:39Z,0,"Mohon izin bertanya pak, dimenit 10.25 pada bagian age dan gender kn ada simbol kuning itu artinya apa yh?",ovWY9NZXsPA,True
@Twinstar78,2022-11-08T17:35:26Z,0,"Salam hormat pak, terima kasih sudah berbagi, berkah di surga, Pak, ijin bertanya jika kita hanya punya 1 data set training  tanpa data set testing gimana ya pak? bagaimana cara membuat data testingnya? terima kasih",ovWY9NZXsPA,True
@FITRIASIHFITRIASIH,2022-11-17T03:07:42Z,0,"siang ka fahry maaf nih video sangat oke, tp kenapa hasil decision tree pada hasil uji saya labelnya tidak muncul tapi cuma prediksinya aja yang muncul bisa info kan ka? penyebabnya",ovWY9NZXsPA,True
@gerarduslasbaun6101,2022-05-14T01:52:02Z,0,"hallo pak 
saya mau nanya, saya mengalami masalah pas saya mengeksekusinya,langkah""nya sudah benar tetapi pas saya klik proses beberapa atribut tidak muncul pak,bahkan atribut target yang saya pilih tidak muncul tetapi muncul atribut yang lain,🙏
mohon bantuan sarannya mengenai masalah yang salah alami pak🙏",ovWY9NZXsPA,True
@Trngrm008,2022-10-19T14:40:08Z,0,Assalamualaikum pak. Judul saya ttg implementasi decision tree utk klasifikasi status Gizi pada lansia berbasis web. Itu klw codingnya bisa gak pakai BHS PHP pak?,ovWY9NZXsPA,True
@irhambwi7528,2022-10-19T14:35:30Z,0,Pak.. Mau tanya penentuan atribut apa saja yg digunakan pada training data dasarnya bagaimana?,ovWY9NZXsPA,True
@imamsyahidalhikam506,2022-10-16T09:32:00Z,0,izin bertanya pak metode klasifikasi yang cocok untuk data yang isinya categorical dan numerik apa ya pak?,ovWY9NZXsPA,True
@brinendo,2023-07-21T01:47:06Z,0,"terima kasih pak, sangat membantu sekali penjelasannya",ovWY9NZXsPA,True
@tasyafauziafitriasari9678,2022-09-22T08:31:27Z,0,"pak maaf izin tanya, adakah cara untuk membuat label tersebut jika menggunakan rapidminer?",ovWY9NZXsPA,True
@dsrama1310,2022-03-07T08:29:14Z,0,"Kak, sebelum decision tree itu saya di minta 1 file dataset dijadikan 25% data training dan 75% nya data testing terlebih dahulu, apakah ada tutorialnya? terimakasih",ovWY9NZXsPA,True
@rafinurhidayat9668,2022-03-07T12:19:05Z,0,"Mas mau tanya, rapidmainer punya saya kalau import  Data setelah klik finish kok tidak bisa kesimpan ya? selalu muncul tulisan ""cannot store object at ...."" bagaimana cara mengatasinya ya? terimakasih",ovWY9NZXsPA,True
@donimagas8970,2022-07-30T02:01:01Z,0,"Pak mohon ijin mau tanya,bagaimana cara buat diagram pohon dari analisis chaid yang di mana untuk menggambarkan secara umum dari indikator yang di pake dalam penelitian.",ovWY9NZXsPA,True
@imroaturrozaniyah2600,2022-06-23T00:50:30Z,0,"Maaf pak mau bertanya, untuk angka angka yang ada di tangkainya itu darimana nggih? Apakah dari confidence nya?",ovWY9NZXsPA,True
@ahmadhaniefjaelani4214,2022-06-09T04:54:13Z,0,"pak mohon maaf, untuk menginstall aplikasi rapidminernya ada link nya tidak ya pak ? atau saran dari bapak🙏
sukses selalu & terimakasih",ovWY9NZXsPA,True
@rianhidayatullah1429,2022-05-27T09:18:12Z,0,Kalau nampilin kurva roc gimana ya?,ovWY9NZXsPA,True
@monicakristin8144,2022-09-27T15:45:58Z,0,Terimakasih,ovWY9NZXsPA,True
@72_silfiraputricahyaningsu61,2024-10-31T13:57:54Z,0,"izin tanya pak, untuk data training kan data full ya pak? kemudian apakah data testing ini hanya 50% dari data training? seperti itukah pak? 

dan pertanyaan kedua, apakah data testing tidak boleh sama dengan data training? jadi diawal di pisah gitu datanya misal saya ada 100 data, 70data intuk training dan 30 data utk testing? terimakasih pak",ovWY9NZXsPA,True
@difaramadan5604,2023-08-02T21:38:56Z,0,"Pak, maaf mau tanya, apakah aplikasi ini apakah bisa menampilkan presentase akurasi menggunakan metode certainty factor pak ? maaf saya masih kurang paham pak.",ovWY9NZXsPA,True
@mochammadkevinsudrajad8809,2024-06-22T23:00:45Z,0,Kenapa rootnya harus age? kenapa ga gender saja jdi kita tahu gender apa saja yg akan menjadi future costumer dan gainnya caranya gimana,ovWY9NZXsPA,True
@dhamayantidhamayanti4438,2024-04-21T06:24:13Z,0,"Setelah beberapa jam nonton, baru nyadar sepintas mirip ust. Mansur. cara ngomongnya juga",ovWY9NZXsPA,True
@nataliawulan0812,2024-04-28T14:16:51Z,0,"Bapak, bisa minta link download rapidminernya k🙏🏻",ovWY9NZXsPA,True
@manz8879,2024-05-11T01:48:12Z,0,"Pak izin bertanya.. 
untuk mengukur akurasi,  apakah perlu menggunakan cross validation atau cukup dengan confussion Matrix saja?",ovWY9NZXsPA,True
@TariTari-me4zj,2024-05-11T23:53:16Z,0,"Pa izin bertanya, operator performance itu untuk uji validitas dan realibilitas kan pa?",ovWY9NZXsPA,True
@markustriwahyudi785,2024-05-26T12:01:34Z,0,Terima kasih pak🙏,ovWY9NZXsPA,True
@arfiantopandu9910,2024-06-15T17:48:55Z,0,kalo 1 dataset memakai 3 classifier cara di rapidminernya bagaimana ya ?,ovWY9NZXsPA,True
@arneshafebrasyavera8953,2022-03-17T07:21:45Z,34,"Assalamualaikum pak, saya cuma mau mengucapkan terimakasih banyak berkat video video bapak saya lulus sidang tugas akhir pak, saya membuat klasifikasi spam tweet menggunakan naive bayes, dan dinyatakan lulus, terimakasih banyak sekali lagi pak🙏🙏",7TlVncuh5Lo,True
@fahminurdiansyah2060,2023-09-18T08:23:30Z,2,"Terima kasih banyak Pak atas pembelajarannya saya mencoba teknik ini, penjelasannya juga cukup detail Pak jadi saya sedikit mencoba, ilmunya sangat bermanfaat semoga sehat selalu semua sekeluarga Bapak :) sangat #membantu sekali Pak :)",7TlVncuh5Lo,True
@waridatuljannah7323,2023-11-15T02:14:15Z,2,"Bapak sehat sehat yaaa, terimakasih banyak atas ilmunya ❤. Semoga menjadi amal jariyah untuk bapakk",7TlVncuh5Lo,True
@randimursalim9444,2022-03-16T04:24:28Z,2,"Request bang: buat analisis sentimen menggunakan algoritma knn, terus perhitungan similaritas nya pke cosine similarity di rapid miner bang🙏",7TlVncuh5Lo,True
@bisriturmidzi7997,2023-03-08T08:08:20Z,2,"P (hitam |B) harusnya 0,6",7TlVncuh5Lo,True
@gelarnurcahya2731,2023-05-28T23:07:57Z,1,"keren mas, kebetulan saya mau buat penelitian untuk membandingkan antara decision tree dan naive bayes ini, semuanya sudah lengkap dan dijelaskan dengan mudah dan dapat dipahami. jazakumullah khairan mas",7TlVncuh5Lo,True
@yyirex,2023-09-11T15:53:50Z,1,"terima kasih kak buat penjelsannyaa udah membantu. btw, kak boleh request tutorial yang memakai cross validation yang buat melihat performancenya gk kak? thank you",7TlVncuh5Lo,True
@tarmisibonenehu8825,2024-02-04T18:29:19Z,1,koreksi pak di menit 6:51 bukannya 6/10 pak karena total bola hitam di wadah B itu 4+2 atau 6,7TlVncuh5Lo,True
@frbutik5134,2022-05-03T03:52:11Z,1,"Permisi pak saya mau bertanya tentang data training misal anak A dinyatakan lulus sekolah. Lalu kita membuat data training dengan atribut unsur dan penilaian tersendiri, nilai nya berbeda misal C semua, untuk class lebel target nya mengikuti apa yang sudah ada? anak si A class lebel target nya lulus, apa mengikuti penilaian yang dibuat sendiri. 
Trimakasih",7TlVncuh5Lo,True
@darmaindragiri3011,2022-07-12T00:44:21Z,1,"Assalamu'alaikum Pak, terimakasih banyak atas penjelasannya.. Sangat membantu sekali dengan pembelajaran saya khususnya saat UAS.. Sukses dan sehat selalu yaa Bapak..",7TlVncuh5Lo,True
@ibnufaisal50,2022-04-08T01:33:36Z,1,"Assalamu'alaikum pak Saya mau bertanya untuk cara perhitungan naive bayes manual misal ada 10 data set dan 1 data testing, 1data testing lalu sudah di hitung dan muncul lagi 1 data testing, cara menghitung nya menggunakan 10 data set apa 11 data set ditambah kan 1 data yang sudah tadi dihitung 
Trimakasih pak",7TlVncuh5Lo,True
@abdulmunif4073,2022-03-28T19:20:52Z,1,Di rapid miner utk menguji/mengklasifukasi data baru bagaimana ya,7TlVncuh5Lo,True
@ndonra,2022-10-10T13:22:46Z,1,"Alhamdulillah penjelasanya sangat detail dan mudah dipahami untuk para pelajar, terimakasih pak Channel yg sangat bermanfaat sehat selalu untuk bapak 🙏",7TlVncuh5Lo,True
@hildamutiara7391,2022-11-25T08:51:58Z,0,makasih banyak pak ilmunyaaa!,7TlVncuh5Lo,True
@nasrudinjaqin9072,2022-12-11T15:22:50Z,0,"Assalamu'alaikum pakk.
Ijin Mendownload video videonya buat belajar ya ,mkasih banyak pak 🙏",7TlVncuh5Lo,True
@fitriamelia1973,2022-11-07T16:16:16Z,0,"Selamat malam Pak, saya sangat berterimakasih untuk video ini yang sangat bermanfaat bagi saya. Kira kira bapak ada rekomendasi buku machine learning yang bisa saya baca ga yapak yang kira kira menurut bapak bagus untuk dijadikan sumber skripsi, terimakasih  banyak sebelumnya Pak..",7TlVncuh5Lo,True
@renren2801,2022-11-06T05:34:41Z,0,"Assalamualaikum pak, mohon izin bertanya. Kalau menggunakan data gambar untuk klasifikasi, lalu menggunakan CNN bagaimana ya pak. mohon bimbingannya",7TlVncuh5Lo,True
@putridisperindag6986,2022-11-21T07:47:20Z,0,"Selamat siang Pak, Pak mohon pencerahannya Pak tuk Naive Bayes Classifier jika dihadapkan pada data numerik kontinu, Trims Pak",7TlVncuh5Lo,True
@unknown-xp5qw,2023-02-12T10:58:39Z,0,"izin bertanya, apabila pada saat perhitungan excel data berupa data numerik dan salah satu kelas hasilnya 0 bagaimana cara mengatasinya",7TlVncuh5Lo,True
@yudhaprahara6872,2022-12-30T19:02:00Z,0,"asalammulaikum pak, mau tanya pak. saya sedang membuat prediksi bahan baku pempek,  saya pake data penjualan atribut : Jumlah(integer)	Tingkat Jual(sedikit,sedang,banyak)Jenis Pembelian(pesana atau tidak)Restok(iya atau tidak). yang saya tanyakan apakah bisa naive bayes digunakan prediksi bahan baku? saya sudah buat tpi saya tidak mengerti alur prediksiny.. tolong pencerahannya pak terima kasih",7TlVncuh5Lo,True
@AlfinSyarifuddinSyahab,2023-01-23T05:59:58Z,0,"Asslamualaikum Pak Fahri, mohon izin perkenalkan saya Alfin mahasiswa magister TI di UTY. Apakah bisa Naive Bayes untuk klasifikasi polunominal? Tidak hanya ya atau tidak, tetapi bisa mengklasifikasi dengan label rendah, menengah, dan tinggi? Terimakasih",7TlVncuh5Lo,True
@unknown-xp5qw,2023-02-05T14:17:04Z,0,"Maaf Pak izin request, tutor dalam membaca data yang terdapat di situs kaggle u/ dibawa ke skripsi soalnya bingung",7TlVncuh5Lo,True
@upu1000,2023-02-21T15:33:38Z,0,"mas buat yg vesi knime dung,,,,",7TlVncuh5Lo,True
@saddamrabbani6037,2023-03-07T09:34:50Z,0,"terima kasih videonya pak sangat bermanfaat, semoga sehat selalu, jazakallahu khair",7TlVncuh5Lo,True
@claritamutiarasaiman5446,2023-05-04T07:47:15Z,0,"hallo pak, untuk pemodelan menggunakan lexicon based paada rapid miner itu seperti apa ya  pak🙏🙏?",7TlVncuh5Lo,True
@devidfrianda7123,2023-05-08T08:11:13Z,0,"Assalamualaikum pak, saya ingin bertanya. saya sudah memiliki dataset review pengguna tix id di playstore (tanggal review, komentar pengguna, versi update aplikasi, skor rating 1-5, ). nah fokus saya itu untuk mengetahui sejauh mana user acceptance pengguna tsb berdasarkan rating 1-5 dgn variabel DANA. saya sudah memiliki datanya. kalau untuk data training dan testingnya bagaimana ya pak? untuk pelabelannya apakah bsa dilakukan dgn fokus rating tsb pak? saya berfokus dengan menggunakan metode naive bayes pak.",7TlVncuh5Lo,True
@ahlunnazar7084,2023-05-10T06:05:53Z,0,"Asalamualaikum pak, judul skripsi saya penerapan metode naive bayes untuk prediksi tingkat kelulusan tepat waktu ujian kompetensi, ituu untuk data nilai nilainya yang di ambil apa aja ya pak, apakah ipknya atau nilai dari hasil ujian kompetensi nya?  Mohon pencerahan nya,",7TlVncuh5Lo,True
@toraogaming1,2023-05-16T03:30:31Z,0,"Pak maaf, file nya ga ada di deskripsi kah?",7TlVncuh5Lo,True
@fedlinalfazri,2023-05-16T08:51:11Z,0,Data yang didapat dari mana pak?,7TlVncuh5Lo,True
@petruswolo6771,2022-10-15T13:33:30Z,0,"Selamat Malam Pak, apakah ada tutorial video utk penggunaan Metode Artificial Neural Network",7TlVncuh5Lo,True
@idaoktaviasalsa2733,2024-11-05T13:25:05Z,0,Assalamualaikum pak kalau datanya ribuan apa hitung nya manual,7TlVncuh5Lo,True
@bataradollynababan734,2022-10-13T23:40:56Z,0,"ijin nanya pak, kalau kita memakai 3 jenis naive bayes yaitu bernoulli, gaussian dan multinominal gimana?",7TlVncuh5Lo,True
@yunisaridwiaestriaisaroh6811,2022-10-13T15:03:36Z,0,"Assalamualaikum pak, saya ingin bertanya skripsi saya berjudul klasifikasi tingkat kepuasan mahasiswa pada pelayanan perpustakaan dan saya masih bingung di model perhitungannya kira2 perhitungan yang tepat menggunakan metode apa ya pak, mohon sekali untuk respon nya pak. Terimakasih",7TlVncuh5Lo,True
@barnesmanurung5090,2022-03-10T19:44:58Z,0,"Hallo pak, salam kenal
Saya manurung, saya mau tanya dan berdiskusi dengan bapak terkait klasifikasi naive bayes bagaimana ya pak
Terimakasih",7TlVncuh5Lo,True
@pakdedivanboxchannel3818,2022-03-11T14:45:07Z,0,"pak buat video klasifikasi data menggunakan metode K-NN pak, saya masih bingung ini untuk penelitian skripsi saya 😩",7TlVncuh5Lo,True
@dannystwn666,2022-03-31T13:29:41Z,0,"Assalamualaikum pak, rencananya saya ingin membuat simulasi tata kelola naungan kopi yang standar untuk meningkatkan produksi kopi.. kira kira model perhitungan apa yang tepat pak? Terima kasih..",7TlVncuh5Lo,True
@sepriadibumbungan48,2022-04-08T07:27:19Z,0,Request Pak; cara menerapkan algoritma PSO untuk pemilihan paremeter secara otomatis pada algoritma SVM untuk prediksi yang lebih akurat dengan menggunakan rapidminer. Terima kasih sebelumnya Pak.,7TlVncuh5Lo,True
@kamaludinnoviyanto8589,2022-04-11T10:14:31Z,0,izin belajar pak,7TlVncuh5Lo,True
@dfrozd,2022-04-20T01:51:42Z,0,pak minta link dataset,7TlVncuh5Lo,True
@Miko-mn5vd,2022-04-26T17:42:09Z,0,"Halo Pak, dalam mengukur akurasi kan diperlukan data aktual untuk dibandingkan dengan data hasil prediksi. Berarti kita harus melabeli secara manual seluruh data ujinya terlebih dahulu ya, Pak? Sebelumnya, terima kasih videonya 🙏",7TlVncuh5Lo,True
@r.i.t.a5866,2022-05-12T12:14:32Z,0,"Pa izin bertanya, untuk data testing itu harus dilabeli atau ngga apa apa kalo ngga dilabeli?",7TlVncuh5Lo,True
@MrMuhsi,2022-05-30T01:44:39Z,0,Terima kasih sangat bermanfaat,7TlVncuh5Lo,True
@reynaldydion4672,2022-06-09T10:15:56Z,0,"bang ,kalau ini di implementasiin ke excel ada rumusnya ga bang ?",7TlVncuh5Lo,True
@gipay2677,2022-07-04T07:47:33Z,0,"trimaksih atas pencerahanya pak, panjang umur dan semoga sehat selalu",7TlVncuh5Lo,True
@sitinurwahidaarif1087,2022-07-05T01:12:53Z,0,"Pak mau nanya, saya sedang melakukan penelitian tentang pencarian buku menggunakan Naive Bayes saya punya data data buku sesuai jenis bukunya, yaitu buku sipil, elektro, arsitek dan informatika dengan atribut judul,pengarang dan penerbit nah saya mau klasifikasi tpi cara ngasih labelnya gimana pak?semoga di jawab",7TlVncuh5Lo,True
@MrRahmatb,2022-07-11T15:59:06Z,0,selamat malam pak data deal sama deals-testet dapatnya dari mana ya?,7TlVncuh5Lo,True
@andreaspakpahan3271,2022-07-25T03:20:12Z,0,"Assalamu'alaikum pak, izin bertanya, untuk penerapan perhitungan klasifikasi data pada data analisis sentimen apakah bisa diterapkan seperti ini dengan memasukkan data_analisis_sentimen dan model_analisis_sentimen ? izin arahannya pak, terima kasih",7TlVncuh5Lo,True
@mansionmart6732,2022-09-06T14:40:47Z,0,"Mau tanya pak, di New customer kenapa yg dipilih cuman ada 3 ya, old, female dn, cash, sementara gender male sama young juga ada tu, bisa dijelasin pak, saya masih bingung, trimakasih",7TlVncuh5Lo,True
@alfianur_,2022-09-21T13:00:31Z,0,MAKASI BANGEDD BUAT BAPAKNYAAAA... SKRIPSIKU LANCAR HEHE,7TlVncuh5Lo,True
@usyfirdausy5991,2022-09-30T06:49:26Z,0,"Ijin bertanya Pak untuk menit 27:21, bagaimana membaca model yang dihasilkan ketika atributnya berupa data numerik (mean dan standar deviasi) bukan berupa kategori? kemudian secara proses apakah dilakukan klasifikasi pada atribut yang merupakan data numerik sebelum dihitung probabilitasnya?
Terima kasih sebelumnya Pak 😊",7TlVncuh5Lo,True
@muhammadalfihimawana.a6197,2023-04-03T13:52:17Z,9,"Assalamualaikum pak, luar biasa banget cuma di channel ini saya bisa mengerti semua materi machine learning dan AI yang disampaikan pada video2 bapak. Dari logika algoritma machine learning itu sendiri. Jadi tau perbedaan dari mana perhitungannya dan buat apa peruntukannya. Meskipun di vidio ini agak bingung karena dari video sebelumnya yang ke-3 tiba2 sekarang loncat ke-7 hehe 🙏 .. Mungkin bisa request pak untuk algoritma Regresi khususnya Regresi linear, SVM, atau juga ANN hehe. Terima kasih banyak pak, semoga lancar rezeki dan sehat selalu 🙏",ibEC76Emme8,True
@usyfirdausy5991,2022-09-22T06:20:48Z,2,"Superb penjelasannya, cukup detail dan mudah dipahami. Terima kasih Banyak Pak, semoga terus menghasilkan video-video pembelajaran yang berkualitas. auto subscribe!",ibEC76Emme8,True
@aurisarabina4446,2024-07-22T07:00:57Z,2,"makasih pak membantu bgtt, sehat selalu yaa pak rajin rajin upload, suda saya like share dan subscribe🥰",ibEC76Emme8,True
@Adaaja_03,2023-11-27T14:16:40Z,2,"The best pak,makasih banyak penjelasanya mudah dimengerti gak berbelit Belit,lanjutkan pak dan sehat selalu 😁",ibEC76Emme8,True
@REZAFEBRIANA-,2024-05-27T02:34:38Z,1,Terimakasih informasinya sangat membantu dan izin juga isi materinya saya gunakan juga untuk mengajar,ibEC76Emme8,True
@bahrulmubarok15,2023-07-12T02:37:10Z,1,"40:31 menentukan 6 atau 7 kali itu berdasarkan apa ya pak, soalnya saya ditanya itu sama dose. Mohon jawabannya?",ibEC76Emme8,True
@windyali3258,2022-10-29T09:58:00Z,1,"terima kasih banyak bapak. sangat membantu ,sehat sehat ya pak",ibEC76Emme8,True
@GALLEXUS,2023-06-16T07:35:36Z,1,ada video khusus bagian Hierarchical clustering gak pak?,ibEC76Emme8,True
@agneressa9283,2022-11-12T09:03:29Z,1,"keren sekali penjelasannya pak, suara dan tata bahasanya jelas juga mudah dipahami",ibEC76Emme8,True
@GladysFourizaIbanez,2024-02-18T12:52:01Z,1,"Pak ini apa gaada part 2 nya?? pliss setelah menjelajahi konten youtube terkait materi ini, video ini saja yang mudah dipahami dan penyampaiannya sangat jelas. tampilan videonya juga sangat bagus jadi saat ditonton sangat memanjakan mata dan nyaman untuk dipelajarii. Saya rasa durasi 44 menit untuk materi clustering ini masih sangat kuraangg pakk. Mungkin bisa dishare juga tutorial tanpa menggunakan tools rapidminer melainkan menggunakan baris code program di google collab hehehe. pliss pak buatin videonyaaaa. bintang 5 untuk videonyaa⭐⭐⭐⭐⭐",ibEC76Emme8,True
@anfieldgank1220,2022-06-19T21:45:20Z,1,"Assalamu'alaikum pak, izin bertanya pak. Kalau untuk data perilaku belajar siswa dengan atribut tertentu seperti nilai  akademik, non akademik, ekonomi dll. Apakah bisa di klaster pak? Terima kasih, klasternya berdasarkan perilaku(sangat baik, baik, biasa, tidak baik, sangat tidak baik) apakah bisa seperti itu pak?",ibEC76Emme8,True
@FauziFayyad,2022-06-28T08:14:26Z,1,"Mantap kontennya pak, mohon diteruskan konten ini pak
Semoga bermanfaat untuk mahasiswa"" seperti kami",ibEC76Emme8,True
@riarismayati257,2023-02-24T03:07:42Z,1,"Assalamualaikum pak.... sebelumnya terimakasih u/ video2 yg sdh dishre selama ini, sangat membantu sekali. terkait dengan Klasterisasi mungkin bs ditambahkan metode FSC (Fuzzy substractive cluster), bagaimanan membentuk klaster dengan metode tersebut. trimakasih sebelumnya",ibEC76Emme8,True
@rozii4907,2022-12-05T12:47:25Z,0,Pak kok  gak update lagi tentang AI,ibEC76Emme8,True
@adikurniawan6730,2022-11-09T15:34:35Z,0,Terimakasih 🙏🙏,ibEC76Emme8,True
@anindyadewimaharani2733,2023-01-19T03:27:28Z,0,"Assalamualaikum Pak, izin bertanya pak saya sedang menyusun skripsi text clustering menggunakan k-means dan reduksi dimensi menggunakan SVD di RapidMiner. Kemudian saya ingin menggunakan paramter Local Random Seed dan Determine Good Start Value pada K-Means untuk menunjukan bahwa ada perbedaan nilai DBI yang akan dihasilkan. Namun setelah saya coba inputkan dengan nilai brp pun DBI yang dihasilkan Local Random Seed dan Determine Good Start Value selalu sama. Bagaimana ya Pak itu kenapa bisa atau karena ada pengruh SVD nya Pak?",ibEC76Emme8,True
@abidsaputra147,2022-11-07T07:39:06Z,0,"Permisi pak, apa boleh minta sosmed atau nomor wa nya untuk minta tutor hari data set supervised rapidminer",ibEC76Emme8,True
@febisyarifpermana6226,2023-01-17T13:07:55Z,0,"Assalamu'alaikum pak berarti k-means itu bukan metode klasifikasi tapi klusterisasi?? , kalo Klasifikasi yang udah ada labelnya itu pake metode K-Means atau bukan",ibEC76Emme8,True
@salmafikriani3238,2024-11-06T17:37:53Z,0,"Pak mau nanya kalo di table centeroid nya mau nya cuman atribute (nama, alamat, asal sekolah) tapi di aku hasilnya gini ( nama=..... Nama=.... Dst. Terus alamat=..... Alamat=.... Dst dan asal sekolah=.... Asal sekolah=...... Dst) itu gapapa kan?? Atau bakal ngaruh juga ke hasil nya??",ibEC76Emme8,True
@luthfidhiyar688,2023-01-19T10:48:08Z,0,"Apakah clustering bisa menggunakan 1 data? Jadi hanya X saja,tidak ada Y nya",ibEC76Emme8,True
@heru6394,2023-02-13T04:39:04Z,0,"videonya bagus banget, Pak

yg menurut saya perlu diperdalam dari penyajiannya adalah bagaimana pemaknaan terhadap clustering data tersebut. 

Misalnya, dengan cluster 0 itu, trus apa dan bagaimana kesimpulannya? misalnya bagi pengguna facebook. 

Terima kasih",ibEC76Emme8,True
@ibharoh_bilaizzah9630,2023-02-23T12:58:45Z,0,jika klasifikasi dan klasterisasi dijadikan satu judul apakah bisa pak? Mohon jawabannya,ibEC76Emme8,True
@ajinursalim8403,2022-10-03T15:43:33Z,0,"Mantap apk penjelasanya, request tutorial algoritma svm dong pak",ibEC76Emme8,True
@upu1000,2023-02-26T13:09:24Z,0,apakah di rapidminer tidak ada elbow durve?,ibEC76Emme8,True
@billylee7758,2023-03-13T09:37:38Z,0,MasyaAlloh keren pak,ibEC76Emme8,True
@fennybungkang5120,2023-03-20T12:46:41Z,0,Hallo syalom pak.ijin bertanya topik judul apa yang cocok dengan metode k-means yaa..,ibEC76Emme8,True
@LangitCerah-kr3sn,2023-03-21T12:13:30Z,0,"Permisi Bapak. izin bertanya. Apakah bisa cluster digunakan untuk mengelompokkan hasil scoring dari data, contohnya data rawan banjir. C1 (Sangat Rawan) C2(Rawan) Dst?",ibEC76Emme8,True
@ronaldositepu171,2023-03-23T08:21:12Z,0,"Izin bertanya pak
Skripsi saya menggunakan klasifikasi C4.5
Saya baca banyk jurnal semua  rata rata menggunakan cuma 2 class saja yaitu yes dan no
Bagai mana kalo ada 3 pak
Kebetulan di kasus saya ada 3 class pak
Tolong penjelasan nya pak 
Terimakasih pak 🙏🙏",ibEC76Emme8,True
@sitimaghfiroh5447,2023-04-27T19:16:27Z,0,"Pak maaf, ini saya mengerjakan untuk laporan ta,  kok tampilan di bapak sama di saya beda ya .. di saya views nya cuman design sama result aja. Dan di result tampilannya cumab 3 jenis aja pak. Mohon bantuannya, untuk menambahkan bagaimana ya pak?",ibEC76Emme8,True
@heraatiaa,2022-10-22T08:15:16Z,0,"hallo, cara menghapus garis bawah ( _ ) di attribute bagaimana ya pak? yang ditabel atas sendiri, misal asal_kota seperti itu. cara menghilangkannya bagaimana, terimakasih.",ibEC76Emme8,True
@jokopurwantoronn6752,2022-09-20T07:42:41Z,0,Selamat pagi pak numpang tanya apakah rapidMiner bisa untuk digunakan mengukur efektivitas misalnya efektivitas program penanggulangan kemiskinan ?,ibEC76Emme8,True
@udincoba6714,2022-09-28T04:56:07Z,0,"Assalamualaikum..Pak mau tanya, jadi kesimpulan yang bisa diambil dari proses klustering apa ya ? maksud saya apakah dari masing"" kluster ada kesimpulanya ? misal cluster satu adalah postingan yg kurang menarik dan kluster 2 adalah postingan yang menarik...atau seperti apa. mohon pencerahanya Pak, Terimakasih",ibEC76Emme8,True
@Xiririririri,2022-07-04T14:06:37Z,0,Mohon maaf bapak izin bertanya untuk ubah polinomial ke numerical bagaimana ya pak?,ibEC76Emme8,True
@afanari8274,2022-04-20T12:44:41Z,0,"Assalamu'alaikum pak fahri

Saya afan arifian
Mhs Unisnu jepara
Thn 2022 yang pernah ikut seminar data analitic 
Boleh saya minta kontaknya bapak? 
Karena mau minta masukan buku"" Mengenai data mining dll.. Karena buat belajar lagi",ibEC76Emme8,True
@waskitoo2048,2022-04-20T20:12:05Z,0,"permisi ka izin bertanya, saya ingin masuk uty dengan nilai rata’rapor sem 234(80.13,79.20,81.17) bisa diterima di jurusan informatika?",ibEC76Emme8,True
@dinatikariyani8890,2022-04-23T02:10:43Z,0,"wahhh,, baru tau kl UTY juga ternyata. Halo kak salam kenal",ibEC76Emme8,True
@ruditiga454,2022-05-09T22:53:36Z,0,Kak kalau misalkan hasil dari pengklusteran nilainya sama bagaimana kak misal data pertama itu bisa masuk C1 dan C2 nah itu gimana kak karena nilainya sama,ibEC76Emme8,True
@ericdamaris8772,2022-05-17T19:06:06Z,0,"Kak, apakah warna dan nama dari clusternya bisa diganti?",ibEC76Emme8,True
@alfianisahanny2149,2022-05-27T11:18:57Z,0,"Pak mau tanya, keluar dari topik cluster. Kalau klasifikasi dengan algoritma naive bayes datanya bisa numerik atau tidak ? Terimakasih🙏🏼",ibEC76Emme8,True
@jonsu8099,2022-06-14T01:57:35Z,0,rapidminer cuma ada untuk windows ya pak?,ibEC76Emme8,True
@nostragaming6324,2022-06-15T01:06:01Z,0,mantap gan,ibEC76Emme8,True
@messitriyana4423,2022-06-30T01:45:56Z,0,"Assalamualaikum pak, mengapa hasil dari cluster di exel dengan hasil cluster di rapidminer bisa tidak sama ya pak?",ibEC76Emme8,True
@yeyebc8747,2022-07-14T07:23:52Z,0,"Aslmkum pak..izin tanya...perhitungan clustering manual di excel dengan aplikasi rapid miner hasilnya ko bisa berbeda ya pak,apakah ada salah hitung atau gimana ya..terima kasih",ibEC76Emme8,True
@sawhill7990,2023-05-24T10:53:22Z,0,Gak bisa di Download,ibEC76Emme8,True
